Label,Type,Value,Unit
oligochaeta,Distance,4.02,mm
oligochaeta,Perimeter,4.83,mm
oligochaeta,Perimeter,4.16,mm
planaria,Distance,3.67,mm
chironomidae,Perimeter,3.22,mm
chrironomidae,Perimeter,5.8,mm
