Label,Type,Value,Unit
planaria,Perimeter,2.73,mm
planaria,Perimeter,3.49,mm
planaria,Perimeter,4.52,mm
planaria,Perimeter,5.07,mm
planaria,Distance,2.27,mm
planaria,Distance,4.63,mm
planaria,Perimeter,5.91,mm
planaria,Distance,4.31,mm
planaria,Perimeter,3.04,mm
planaria,Perimeter,3.98,mm
planaria,Distance,4.18,mm
