Label,Type,Value,Unit
planaria,Distance,1.63,mm
planaria,Perimeter,1.96,mm
planaria,Distance,1.61,mm
planaria,Distance,4.1,mm
planaria,Perimeter,4.3,mm
planaria,Distance,1.45,mm
planaria,Distance,3.76,mm
planaria,Perimeter,3.43,mm
planaria,Perimeter,1.77,mm
planaria,Distance,1.14,mm
planaria,Perimeter,1.42,mm
planaria,Perimeter,3.28,mm
planaria,Perimeter,3.59,mm
planaria,Perimeter,4.23,mm
planaria,Perimeter,2.66,mm
