Label,Type,Value,Unit
simuliidae,Perimeter,4.32,mm
simuliidae,Perimeter,4.98,mm
simuliidae,Perimeter,4.37,mm
simuliidae,Perimeter,5.11,mm
simuliidae,Perimeter,5.31,mm
simuliidae,Perimeter,5.12,mm
simuliidae,Perimeter,5.9,mm
simuliidae,Perimeter,4.65,mm
simuliidae,Perimeter,5.25,mm
simuliidae,Perimeter,5.65,mm
simuliidae,Perimeter,5.79,mm
simuliidae,Perimeter,4.14,mm
simuliidae,Perimeter,4.38,mm
simuliidae,Perimeter,5.85,mm
