Label,Type,Value,Unit
simuliidae,Perimeter,5.2,mm
chironomidae,Perimeter,2.16,mm
chironomidae,Perimeter,3.99,mm
chironomidae,Perimeter,2.91,mm
chironomidae,Perimeter,5.86,mm
chironomidae,Perimeter,7.37,mm
chironomidae,Perimeter,3.71,mm
chironomidae,Perimeter,2.68,mm
chironomidae,Perimeter,3.15,mm
chironomidae,Perimeter,8.85,mm
chironomidae,Perimeter,4.08,mm
chironomidae,Perimeter,3.7,mm
chironomidae,Perimeter,2.99,mm
chironomidae,Perimeter,4.78,mm
chironomidae,Perimeter,3.55,mm
chironomidae,Perimeter,2.83,mm
chironomidae,Perimeter,6.23,mm
chironomidae,Perimeter,5.35,mm
chironomidae,Perimeter,4.56,mm
chironomidae,Perimeter,4.75,mm
chironomidae,Perimeter,8.1,mm
