Label,Type,Value,Unit
planaria,Perimeter,3.67,mm
planaria,Distance,2.71,mm
planaria,Distance,2.47,mm
planaria,Perimeter,3.86,mm
planaria,Distance,1.71,mm
planaria,Distance,2.23,mm
planaria,Perimeter,2.36,mm
planaria,Perimeter,3.78,mm
planaria,Perimeter,3.79,mm
planaria,Perimeter,4.53,mm
planaria,Distance,2.33,mm
planaria,Perimeter,2.91,mm
planaria,Distance,2.05,mm
planaria,Perimeter,2.59,mm
planaria,Perimeter,3.76,mm
