Label,Type,Value,Unit
planaria,Perimeter,3.83,mm
planaria,Perimeter,3.82,mm
planaria,Distance,2.18,mm
planaria,Distance,2.67,mm
planaria,Distance,2.69,mm
planaria,Perimeter,3.72,mm
planaria,Distance,3.36,mm
planaria,Distance,3.63,mm
planaria,Distance,2.05,mm
planaria,Distance,2.86,mm
planaria,Perimeter,3.69,mm
planaria,Perimeter,3.02,mm
planaria,Perimeter,2.61,mm
planaria,Distance,2.24,mm
