Label,Type,Value,Unit
planaria,Distance,4.59,mm
planaria,Distance,2.18,mm
planaria,Perimeter,3.68,mm
planaria,Perimeter,4.37,mm
planaria,Distance,3.25,mm
planaria,Distance,3.24,mm
planaria,Distance,3.66,mm
planaria,Perimeter,5.26,mm
planaria,Perimeter,2.52,mm
