Label,Type,Value,Unit
chironomidae,Perimeter,4.69,mm
baetidae,Perimeter,8.71,mm
baetidae,Perimeter,3.66,mm
baetidae,Perimeter,7.19,mm
chironomidae,Perimeter,4.28,mm
