Label,Type,Value,Unit
planaria,Distance,2.62,mm
planaria,Perimeter,2.99,mm
planaria,Perimeter,2.55,mm
planaria,Distance,2.6,mm
planaria,Perimeter,3.77,mm
planaria,Distance,3.73,mm
planaria,Perimeter,4.37,mm
planaria,Perimeter,4.42,mm
planaria,Perimeter,2.8,mm
planaria,Distance,3.58,mm
planaria,Distance,4.38,mm
