Label,Type,Value,Unit
simuliidae,Perimeter,4.41,mm
simuliidae,Perimeter,3.4,mm
simuliidae,Perimeter,4.67,mm
simuliidae,Perimeter,4.38,mm
simuliidae,Perimeter,3.32,mm
simuliidae,Perimeter,3.65,mm
simuliidae,Perimeter,4.81,mm
simuliidae,Perimeter,3.09,mm
simuliidae,Perimeter,4.01,mm
simuliidae,Perimeter,4.73,mm
simuliidae,Perimeter,4.91,mm
simuliidae,Perimeter,5.32,mm
simuliidae,Perimeter,4.65,mm
simuliidae,Perimeter,3.07,mm
simuliidae,Perimeter,3.65,mm
simuliidae,Perimeter,3.71,mm
simuliidae,Perimeter,5.1,mm
simuliidae,Perimeter,4.61,mm
simuliidae,Perimeter,3.9,mm
simuliidae,Perimeter,4.39,mm
simuliidae,Perimeter,4.26,mm
simuliidae,Perimeter,3.72,mm
