Label,Type,Value,Unit
planaria,Perimeter,3.71,mm
planaria,Distance,4.06,mm
planaria,Perimeter,3.57,mm
planaria,Perimeter,4.7,mm
planaria,Perimeter,4.12,mm
planaria,Distance,3.86,mm
planaria,Perimeter,4.68,mm
planaria,Perimeter,3.73,mm
planaria,Perimeter,4.15,mm
