Label,Type,Value,Unit
simuliidae,Perimeter,5.12,mm
simuliidae,Perimeter,4.84,mm
simuliidae,Perimeter,3.77,mm
simuliidae,Perimeter,4.87,mm
simuliidae,Perimeter,3.83,mm
simuliidae,Perimeter,5.67,mm
simuliidae,Perimeter,4.27,mm
simuliidae,Perimeter,3.51,mm
simuliidae,Perimeter,3.33,mm
simuliidae,Perimeter,4.44,mm
simuliidae,Perimeter,5.49,mm
simuliidae,Perimeter,3.07,mm
simuliidae,Perimeter,3.67,mm
simuliidae,Perimeter,5.45,mm
simuliidae,Perimeter,5.02,mm
simuliidae,Perimeter,4.04,mm
simuliidae,Perimeter,4.11,mm
