Label,Type,Value,Unit
oligochaeta,Perimeter,3.49,mm
oligochaeta,Perimeter,3.53,mm
oligochaeta,Perimeter,2.99,mm
oligochaeta,Perimeter,4.85,mm
oligochaeta,Perimeter,4.39,mm
oligochaeta,Perimeter,4.53,mm
oligochaeta,Perimeter,5.8,mm
oligochaeta,Perimeter,4.19,mm
oligochaeta,Perimeter,6.25,mm
oligochaeta,Perimeter,3.39,mm
oligochaeta,Perimeter,4.08,mm
oligochaeta,Perimeter,3.38,mm
oligochaeta,Perimeter,3.74,mm
oligochaeta,Perimeter,2.25,mm
