Label,Type,Value,Unit
planaria,Perimeter,3.16,mm
planaria,Perimeter,2.25,mm
planaria,Perimeter,4.54,mm
planaria,Perimeter,3.13,mm
planaria,Perimeter,2.98,mm
planaria,Perimeter,4.04,mm
planaria,Perimeter,3.12,mm
planaria,Perimeter,3.3,mm
planaria,Perimeter,2.48,mm
planaria,Perimeter,4.25,mm
planaria,Distance,1.99,mm
planaria,Perimeter,3.11,mm
planaria,Perimeter,3.18,mm
planaria,Distance,2,mm
planaria,Perimeter,1.93,mm
