Label,Type,Value,Unit
chironomidae,Perimeter,2.11,mm
chironomidae,Perimeter,1.73,mm
chironomidae,Perimeter,3.36,mm
chironomidae,Perimeter,3.29,mm
planaria,Distance,1,mm
