Stream,Name,Type,Site ,Year,Date,Area,Fraction,Sampler,NoSurbers,Rep,Taxa,Biomass,Abundance ,Density
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,lg,surber,6,,Ostracoda,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,lg,surber,6,,Probezzia,2.62,17,30
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,lg,surber,6,,Non-Tanypodinae,6.68,55,99
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,lg,surber,6,,Chironomidae,0.04,2,4
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,lg,surber,6,,Dixella,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,lg,surber,6,,Clinocera,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,lg,surber,6,,Oreogeton,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,lg,surber,6,,Helodon,9.59,6,11
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,lg,surber,6,,Prosimulium,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,lg,surber,6,,Simuliidae,0.30,1,2
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,lg,surber,6,,Dicranota,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,lg,surber,6,,Ormosia,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,lg,surber,6,,Paradelphomyia,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,lg,surber,6,,Tipula,1031.10,20,36
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,lg,surber,6,,Baetis,65.92,9,16
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,lg,surber,6,,Drunella ,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,lg,surber,6,,Cinygmula,963.84,84,151
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,lg,surber,6,,Epeorus,123.23,60,108
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,lg,surber,6,,Rhithrogena,79.10,3,5
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,lg,surber,6,,Macroveliidae,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,lg,surber,6,,Pentacora,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,lg,surber,6,,Nematoda,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,lg,surber,6,,Alloperla,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,lg,surber,6,,Suwallia,5.89,2,4
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,lg,surber,6,,Sweltsa,57.33,15,27
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,lg,surber,6,,Lednia,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,lg,surber,6,,Zapada,0.04,4,7
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,lg,surber,6,,Megarcys,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,lg,surber,6,,Megarcys2,44.11,18,32
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,lg,surber,6,,Allomyia,5.73,2,4
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,lg,surber,6,,Homophylax,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,lg,surber,6,,Psychoglypha,6.34,1,2
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,lg,surber,6,,Rhyacophila ,33.89,12,22
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,lg,surber,6,,Trichoptera,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,lg,surber,6,,Turbellaria,25.33,56,100
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,sm,surber,6,,Oligochaeta,11.46,1,14
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,sm,surber,6,,Acari,16.98,1,14
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,sm,surber,6,,Staphylinidae,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,sm,surber,6,,Collembola,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,sm,surber,6,,Ostracoda,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,sm,surber,6,,Probezzia,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,sm,surber,6,,Non-Tanypodinae,7.02,22,316
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,sm,surber,6,,Chironomidae,0.38,1,14
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,sm,surber,6,,Dixella,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,sm,surber,6,,Clinocera,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,sm,surber,6,,Oreogeton,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,sm,surber,6,,Helodon,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,sm,surber,6,,Prosimulium,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,sm,surber,6,,Simuliidae,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,sm,surber,6,,Dicranota,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,sm,surber,6,,Ormosia,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,sm,surber,6,,Paradelphomyia,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,sm,surber,6,,Tipula,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,sm,surber,6,,Baetis,17.00,2,29
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,sm,surber,6,,Drunella ,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,sm,surber,6,,Cinygmula,121.30,13,187
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,sm,surber,6,,Epeorus,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,sm,surber,6,,Rhithrogena,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,sm,surber,6,,Macroveliidae,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,sm,surber,6,,Pentacora,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,sm,surber,6,,Nematoda,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,sm,surber,6,,Alloperla,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,sm,surber,6,,Suwallia,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,sm,surber,6,,Sweltsa,54.81,9,129
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,sm,surber,6,,Lednia,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,sm,surber,6,,Zapada,0.87,11,158
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,sm,surber,6,,Megarcys,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,sm,surber,6,,Megarcys2,25.79,2,29
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,sm,surber,6,,Allomyia,0.63,1,14
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,sm,surber,6,,Homophylax,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,sm,surber,6,,Psychoglypha,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,sm,surber,6,,Rhyacophila ,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,sm,surber,6,,Trichoptera,0.00,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2016,02-Aug-16,GTNP,sm,surber,6,,Turbellaria,22.04,12,172
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,ABW,lg,surber,1,1,1Megarcys,1616.29,8,86
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,whole,surber,1,2,1Megarcys,1468.30,5,54
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,ABW,lg,surber,1,1,2Megarcys,36.82,6,65
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,sm,surber,1,1,2Megarcys,35.54,10,108
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,whole,surber,1,2,2Megarcys,434.23,7,75
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,lg,surber,1,3,2Megarcys,8.15,2,22
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,sm,surber,1,3,2Megarcys,11.14,2,22
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,whole,surber,1,2,Acari,12.74,1,11
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,ABW,lg,surber,1,1,Allomyia,14.40,1,11
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,sm,surber,1,1,Allomyia,0.40,3,32
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,lg,surber,1,3,Allomyia,43.19,3,32
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,sm,surber,1,3,Allomyia,1.52,2,22
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,sm,surber,1,1,Baetis,0.48,1,11
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,whole,surber,1,2,Baetis,0.48,1,11
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,lg,surber,1,3,Baetis,0.48,1,11
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,sm,surber,1,3,Baetis,0.48,1,11
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,sm,surber,1,1,Chironomidae pupa,0.16,2,22
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,whole,surber,1,2,Chironomidae pupa,0.13,1,11
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,sm,surber,1,3,Chironomidae pupa,0.28,3,32
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,ABW,lg,surber,1,1,Cinygmula,401.85,13,140
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,sm,surber,1,1,Cinygmula,169.97,17,183
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,whole,surber,1,2,Cinygmula,44.04,3,32
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,lg,surber,1,3,Cinygmula,71.38,2,22
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,sm,surber,1,3,Cinygmula,6.54,2,22
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,whole,surber,1,2,Collembola,29.34,1,11
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,ABW,lg,surber,1,1,Epeorus,136.80,16,172
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,sm,surber,1,1,Epeorus,10.45,3,32
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,whole,surber,1,2,Epeorus,174.51,22,237
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,lg,surber,1,3,Epeorus,22.81,2,22
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,whole,surber,1,2,Heterocloeon,1.11,1,11
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,ABW,lg,surber,1,1,Non-Tanypodinae,38.51,33,355
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,sm,surber,1,1,Non-Tanypodinae,7.81,70,753
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,whole,surber,1,2,Non-Tanypodinae,34.23,55,592
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,lg,surber,1,3,Non-Tanypodinae,13.55,13,140
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,sm,surber,1,3,Non-Tanypodinae,2.69,12,129
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,sm,surber,1,1,Oligochaeta,6.02,3,32
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,sm,surber,1,1,Ostracoda,2.40,1,11
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,ABW,lg,surber,1,1,Probezzia,1.90,3,32
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,sm,surber,1,1,Probezzia,0.63,1,11
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,ABW,lg,surber,1,1,Prosimulium,20.90,5,54
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,sm,surber,1,1,Prosimulium,9.57,4,43
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,whole,surber,1,2,Prosimulium,98.11,21,226
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,ABW,lg,surber,1,3,Prosimulium,14.10,5,54
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,sm,surber,1,3,Prosimulium,9.39,3,32
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,ABW,lg,surber,1,1,Rhyacophila,99.13,4,43
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,sm,surber,1,1,Rhyacophila,16.58,5,54
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,whole,surber,1,2,Rhyacophila,1.63,1,11
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,sm,surber,1,3,Rhyacophila,5.77,1,11
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,ABW,lg,surber,1,1,Rithrogena,87.50,2,22
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,whole,surber,1,2,Rithrogena,37.35,1,11
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,lg,surber,1,3,Rithrogena,74.70,2,22
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,lg,surber,1,3,Simuliidae Pupa,1.77,1,11
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,ABW,lg,surber,1,1,Suwallia,102.85,6,65
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,lg,surber,1,3,Suwallia,19.25,1,11
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,ABW,lg,surber,1,1,Sweltsa,69.36,10,108
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,sm,surber,1,1,Sweltsa,16.67,7,75
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,whole,surber,1,2,Sweltsa,26.22,9,97
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,lg,surber,1,3,Sweltsa,120.41,9,97
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,sm,surber,1,3,Sweltsa,18.61,4,43
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,ABW,lg,surber,1,1,Tipula,4206.35,15,161
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,whole,surber,1,2,Tipula,977.68,2,22
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,ABW,lg,surber,1,3,Tipula,3739.21,10,108
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,ABW,lg,surber,1,1,Turbellaria,14.51,7,75
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,sm,surber,1,1,Turbellaria,3.23,8,86
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,whole,surber,1,2,Turbellaria,11.34,10,108
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,lg,surber,1,3,Turbellaria,3.14,3,32
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,sm,surber,1,1,Zapada,2.36,5,54
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,whole,surber,1,2,Zapada,1.32,2,22
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,lg,surber,1,3,Zapada,6.63,1,11
South Fork Teton Creek,SFT,Snowmelt,NA,2018,04-Aug-18,GTNP,sm,surber,1,3,Zapada,3.31,6,65
South Fork Teton Creek,SFT,Snowmelt,upper,2015,6-Aug-15,GRTE,lg,Surber,6,,Nematoda,0,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2015,6-Aug-15,GRTE,sm,Surber,6,,Nematoda,0,0,0
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,lg,Surber,5,,Hemiptera,0,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2015,6-Aug-15,GRTE,lg,Surber,6,,Hemiptera,0,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2015,6-Aug-15,GRTE,sm,Surber,6,,Hemiptera,0,0,0
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,sm,Surber,5,,Clinocera,0.017258671,1,4
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,lg,Surber,5,,Empididae,0.017273165,2,4
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,sm,Surber,5,,Lipogomphus,0.017448069,1,4
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,lg,Surber,5,,Nematoda,0.037459634,1,2
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,sm,Surber,5,,Allomyia,0.058900688,1,4
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,sm,Surber,5,,Nematoda,0.074919268,1,4
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,lg,Surber,5,,Sphaeriidae,0.19536789,1,2
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,sm,Surber,5,,Zapada,0.426408479,18,78
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,sm,Surber,5,,Chironomidae,0.50121679,10,43
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,sm,Surber,5,,Probezzia,0.511370612,3,13
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,lg,Surber,5,,Zapada,0.639698162,54,116
South Fork Teton Creek,SFT,Snowmelt,upper,2015,6-Aug-15,GRTE,lg,Surber,6,,Zapada,0.651504182,66,118
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,sm,Surber,5,,Prosimulium,0.708824129,1,4
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,lg,Surber,5,,Chironomidae,0.760829628,19,41
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,lg,Surber,5,,Probezzia,1.25460498,7,15
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,lg,Surber,5,,Helodon,2.517887776,4,9
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,sm,Surber,5,,Dicranota,4.018111034,1,4
South Fork Teton Creek,SFT,Snowmelt,upper,2015,6-Aug-15,GRTE,lg,Surber,6,,Allomyia,4.56018476,6,11
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,lg,Surber,5,,Allomyia,4.818519272,4,9
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,lg,Surber,5,,Trichoptera,4.956451943,1,2
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,lg,Surber,5,,Dicranota,6.588415701,5,11
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,sm,Surber,5,,Baetidae,7.323862682,4,17
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,sm,Surber,5,,Alloperla,7.875709673,2,9
South Fork Teton Creek,SFT,Snowmelt,upper,2015,6-Aug-15,GRTE,lg,Surber,6,,Turbellaria,8.084439742,6,43
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,lg,Surber,5,,Collembola,8.614424112,4,9
South Fork Teton Creek,SFT,Snowmelt,upper,2015,6-Aug-15,GRTE,lg,Surber,6,,Alloperla,8.919320657,1,7
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,lg,Surber,5,,Oligochaeta,9.457749466,3,6
South Fork Teton Creek,SFT,Snowmelt,upper,2015,6-Aug-15,GRTE,lg,Surber,6,,Helodon,9.966466413,3,22
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,sm,Surber,5,,Acari,10.19016777,2,9
South Fork Teton Creek,SFT,Snowmelt,upper,2015,6-Aug-15,GRTE,lg,Surber,6,,Non-Tany,11.89832871,67,481
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,sm,Surber,5,,Hemiptera,13.24348762,1,4
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,sm,Surber,5,,Collembola,13.5664155,2,9
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,lg,Surber,5,,Alloperla,19.20761183,5,11
South Fork Teton Creek,SFT,Snowmelt,upper,2015,6-Aug-15,GRTE,lg,Surber,6,,Parapsyche,32.49047391,1,2
South Fork Teton Creek,SFT,Snowmelt,upper,2015,6-Aug-15,GRTE,lg,Surber,6,,Baetidae,33.98376495,5,36
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,sm,Surber,5,,Rhithrogena,40.73995378,3,13
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,lg,Surber,5,,Parapsyche,43.58768614,1,2
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,sm,Surber,5,,Non-Tany,49.95731657,409,1761
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,lg,Surber,5,,Rhyacophila ,51.97059921,8,17
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,sm,Surber,5,,Epeorus,53.48969001,11,47
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,sm,Surber,5,,Megarcys,61.68511025,11,47
South Fork Teton Creek,SFT,Snowmelt,upper,2015,6-Aug-15,GRTE,lg,Surber,6,,Trichoptera,66.02560855,15,108
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,lg,Surber,5,,Non-Tany,71.24469836,499,1074
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,lg,Surber,5,,Tipula,118.9332288,1,2
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,lg,Surber,5,,Acari,134.5102146,22,47
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,lg,Surber,5,,Drunella ,172.8565931,44,95
South Fork Teton Creek,SFT,Snowmelt,upper,2015,6-Aug-15,GRTE,lg,Surber,6,,Tipula,220.5516655,4,29
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,lg,Surber,5,,Perlodidae,257.5691458,80,172
South Fork Teton Creek,SFT,Snowmelt,upper,2015,6-Aug-15,GRTE,lg,Surber,6,,Rhyacophila ,264.8813959,103,185
South Fork Teton Creek,SFT,Snowmelt,upper,2015,6-Aug-15,GRTE,lg,Surber,6,,Megarcys,272.0074521,5,9
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,lg,Surber,5,,Baetidae,323.7855847,30,65
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,lg,Surber,5,,Epeorus,382.3968087,114,245
South Fork Teton Creek,SFT,Snowmelt,upper,2015,6-Aug-15,GRTE,lg,Surber,6,,Rhithrogena,743.2124751,14,100
South Fork Teton Creek,SFT,Snowmelt,upper,2015,6-Aug-15,GRTE,lg,Surber,6,,Epeorus,806.2322063,124,890
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,lg,Surber,5,,Megarcys,1123.806067,14,30
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,lg,Surber,5,,Rhithrogena,1349.947659,49,105
South Fork Teton Creek,SFT,Snowmelt,upper,2015,6-Aug-15,GRTE,lg,Surber,6,,Acari,0,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2015,6-Aug-15,GRTE,sm,Surber,6,,Acari,0,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2015,6-Aug-15,GRTE,sm,Surber,6,,Allomyia,0,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2015,6-Aug-15,GRTE,sm,Surber,6,,Alloperla,0,0,0
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,lg,Surber,5,,Clinocera,0,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2015,6-Aug-15,GRTE,lg,Surber,6,,Clinocera,0,0,0
South Fork Teton Creek,SFT,Snowmelt,upper,2015,6-Aug-15,GRTE,sm,Surber,6,,Clinocera,0,0,0
